product_id,Prefab name,shelf_no,Side,product_name,en_product_name,Category,Volume (kg/l),Price (EUR),height (z),width (x),depth (y),row,position,Calories (kcal),Fat (g),Sugar (g),Protein (g),Carbohydrate (g),Alcohol (%),Lactose (Y/N),Gluten (Y/N),N/Vegan/Vegetarian,Rating (u)
21,Baking_21,2,A,MEHL VON DAHEIM Weizenmehl 1 kg,MEHL VON DAHEIM Wheat Flour 1 kg,Crackers,1000,3.99,0.181,0.122,0.07,2,1,500,39,3,7,82,0,N,N,N,3.6
22,Chocolate_22,3,A,MOSER ROTH Flavour Sortiment 125 g,MOSER ROTH Flavor Assortment 125 g,Crackers,125,2.39,0.18,0.1056,0.017,4,1,480,37,4,6,85,0,N,N,N,3.5
23,Chocolate_23,3,A,HARIBO Baiser Eier 230 g,HARIBO Meringue Eggs 230 g,Cereals,230,1.79,0.19,0.1,0.02,3,1,380,15,12,6,60,0,N,N,N,2.7
25,Chocolate_25,3,A,CHOCEUR Mini-Tafeln 200 g,CHOCEUR Mini Bars 200 g,Cereals,200,7,0.169,0.077,0.017,4,4,110,3.5,1,3,18,0,Y,N,N,2.4
26,Chocolate_26,3,A,BISCOTTO Schokosticks 90 g,BISCOTTO Chocolate Sticks 90 g,Bread,90,3.19,0.195,0.095,0.017,3,3,60,2,5,1,8,0,Y,Y,Vegan,1.2
27,Cookies_27,3,A,FERRERO hanuta Haselnuss-Schnitte 220 g,FERRERO Hanuta Hazelnut Slice 220 g,Bread,220,1.99,0.205,0.105,0.056,3,4,100,3,0,1,10,0,Y,N,N,3.6
28,Chocolate_28,3,A,CHOCEURÃƒâ€?Ã‚Â® Sahne-Schokolade 200 g,CHOCEUR Cream Chocolate 200 g,Bread,200,2.19,0.1284,0.2804,0.05,4,7,200,2,0,7,30,0,Y,N,Vegetarian,3.9
29,Chocolate_29,3,A,CHOCEUR Choco und Keks 300 g,CHOCEUR Chocolate and Biscuit 300 g,Bread,300,2.19,0.285,0.085,0.017,3,5,350,7,24,5,60,0,Y,Y,Vegetarian,3.6
30,Cookies_30,3,A,BISCOTTO Mini-Kekse 150 g,BISCOTTO Mini Cookies 150 g,Bread,150,2.69,0.19,0.1,0.02,4,3,350,10,30,8,45,0,N,N,N,2.9
31,Cookies_31,3,A,BISCOTTO GebÃƒÆ’Ã‚Â?ckmischung mit Schokolade 500 g,BISCOTTO Pastry Assortment with Chocolate 500 g,Bread,500,2.95,0.173,0.11,0.025,3,2,240,9,10,6,30,0,Y,Y,Vegan,1.7
32,Chocolate_32,3,A,CHOCEUR Schoko Milch Riegel 200 g,CHOCEUR Chocolate Milk Bar 200 g,Bread,200,3.19,0.253,0.1,0.038,4,5,250,10,15,3,35,0,N,N,N,2.1
33,Chocolate_33,3,A,CHOCEUR Coconut Kiss 150 g,CHOCEUR Coconut Kiss 150 g,Bread,150,2.59,0.222,0.076,0.045,4,6,280,10,2,5,40,0,N,N,N,2.9
34,Cookies_34,3,A,GUT BIO Bio-Hafercookies 200 g,GUT BIO Organic Oat Cookies 200 g,Bread,200,2.59,0.08,0.27,0.041,3,7,300,8,4,4,45,0,N,N,N,3.3
35,Cookies_35,3,A,BISCOTTO American Style Cookies 175 g,BISCOTTO American Style Cookies 175 g,Cereals,175,3.59,0.222,0.076,0.045,3,6,350,7,10,8,60,0,N,N,N,2.5
36,Baking_36,2,A,"BACK FAMILY Tortenguss 72 g, 6er-Packung","BACK FAMILY Cake Glaze 72 g, pack of 6",Cereals,72,3.59,0.136,0.086,0.034,3,2,300,10,2,6,40,0,N,N,N,2.1
37,Snacks_37,3,A,GUT BIO Bio-Knusperriegel 75 g,GUT BIO Organic Crunchy Bar 75 g,Bread,75,1.69,0.2,0.2,0.065,5,3,250,3,2,7,40,0,N,N,N,3.5
38,Snacks_38,3,A,SUN SNACKS Flips 200 g,SUN SNACKS Peanut Flips 200 g,Cereals,200,3.59,0.35,0.19,0.07,1,3,400,11,19,6,60,0,N,N,N,3.9
39,Snacks_39,3,A,SUN SNACKS Light-Chips 150 g,SUN SNACKS Light Chips 150 g,Cereals,150,3.79,0.2997,0.1676,0.066,2,1,420,15,18,4,60,0,N,N,N,3.8
40,Snacks_40,3,A,SUN SNACKS Salzbrezeln 250 g,SUN SNACKS Salt Pretzels 250 g,Cereals,250,3.79,0.153,0.095,0.04,2,3,430,11,23,6.4,74,0,N,N,N,3.9
41,Snacks_41,3,A,FARMER ErdnÃƒÆ’Ã‚Â?sse im Teigmantel 200 g,FARMER Peanuts in a Crispy Coating 200 g,Cereals,200,3.79,0.2,0.165,0.03,1,1,482,22,27,6.7,62,0,N,N,N,2.1
42,Snacks_42,3,A,HUOBER Prinzess Brezel 125 g,HUOBER Princess Pretzel 125 g,Cereals,125,3.99,0.2,0.165,0.03,1,2,385,1.9,33,10,78,0,Y,N,N,3.7
43,Snacks_43,3,A,FARMER NATURALS GeNuss-Mix 200 g,FARMER NATURALS Nut Mix 200 g,Cereals,200,2.19,0.1473,0.1473,0.0203,5,1,60,2,5,1,8,0,Y,Y,Vegan,4.2
44,Snacks_44,3,A,SUN SNACKS Linsen-Chips 90 g,SUN SNACKS Lentil Chips 90 g,Cereals,90,1.99,0.25,0.18,0.06,2,2,410,14,12,12,56,0,Y,N,N,3.7
45,Snacks_45,3,A,"NUR NUR NATUR Hafer-Riegel 105 g, Saaten","NUR NUR NATUR Oat Bar 105 g, Seeds",Cereals,105,13,0.2,0.2,0.065,5,4,124,16,14,8.4,55,0,N,N,N,2.5
46,Snacks_46,3,A,GeNuss-Mix - Schnellstart - Farmer naturals - 200g,GeNuss-Mix - Schnellstart - Farmer naturals - 200g,Cereals,200,1.89,0.1448,0.1473,0.0203,5,2,404,12,18,12,60,0,Y,N,N,2.2
47,Snacks_47,3,A,"Knusperriegel Kirsch-Mandel Gut bio, 75g","Crunchy Bar Cherry-Almond Good organic, 75g",Cereals,75,11.5,0.2,0.2,0.065,5,5,57,3.6,11,11,65,0,N,N,Vegan,2.5
48,Chocolate_48,3,A,MOSER ROTH Noisette Schokolade 125 g,MOSER ROTH Flavor Assortment 125 g,Cereals,125,2.75,0.18,0.1056,0.017,4,2,86,2.9,3.9,2.6,12.2,0,N,N,N,3.7
49,Coffee_49,4,A,EXPRESSI Kaffeekapseln Latte Macchiato 160 g,EXPRESSI Coffee Capsules Latte Macchiato 160 g,Cereals,160,10.5,0.167,0.101,0.058,4,1,122,15,11,45,21,0,Y,N,Vegetarian,2.9
50,Coffee_50,4,A,AMAROY Mahlkaffee Classic 500 g,AMAROY Ground Coffee Classic 500 g,Cereals,500,1.89,0.1803,0.0991,0.066,3,2,116,1.9,7.9,4.3,20,0,Y,N,N,2.5
51,Coffee_51,4,A,AMAROY Unser Bester 500 g,AMAROY Unser Bester 500 g,Cereals,500,5.94,0.156,0.18,0.044,5,3,400,9.3,18,9.4,68,0,N,N,N,2.8
52,Coffee_52,4,A,AMAROY Alu Kaffeekapseln Espresso Speciale 55 g,AMAROY Aluminum Coffee Capsules Espresso Speciale 55 g,Cereals,55,10,0.15,0.08,0.03,4,6,100,1.6,34,7.1,81,0,Y,N,N,3.8
53,Coffee_53,4,A,AMAROY Alu Kaffeekapseln Lungo Crema 55 g,AMAROY Aluminum Coffee Capsules Lungo Crema 55 g,Cereals,55,9.5,0.15,0.08,0.03,4,7,113,15,13,26,27,0,Y,N,Vegetarian,2.8
54,Coffee_54,4,A,AMAROY Aluminium Kaffeekapseln Espresso Ristretto 55 g,AMAROY Aluminum Coffee Capsules Espresso Ristretto 55 g,Tea,55,2.39,0.15,0.08,0.03,4,4,2,0,0.2,0,0.6,0,Y,Y,Vegan,2.4
55,Coffee_55,4,A,EXPRESSI Kaffeekapseln CaffÃƒÆ’Ã‚Â¨ Crema Decaf entkoffeiniert 125 g,EXPRESSI Coffee Capsules CaffÃƒÂ¨ Crema Decaf (decaffeinated) 125 g,Tea,125,2.19,0.15,0.08,0.03,4,7,1,0,0.1,0,0.2,0,Y,Y,Vegan,2.1
56,Coffee_56,4,A,AMAROY Express Kaffee Entkoffeiniert 100 g,AMAROY Express Decaffeinated Coffee 100 g,Coffee,100,4.49,0.153,0.065,0.065,1,3,11,0.1,0,0,1.5,0,Y,N,N,3.3
57,ChocolateDrink_57,4,A,SCHOVIT Kakaohaltiges GetrÃƒÆ’Ã‚Â?nkepulver 800 g,SCHOVIT Cocoa-Based Beverage Powder 800 g,Tea,800,2.19,0.211,0.144,0.076,1,1,1,0,0.1,0,0.2,0,Y,Y,Vegan,3.2
58,Coffee_58,4,A,AMAROY Bio-Fairtrade CaffÃƒÆ’Ã‚Â¨ Crema 1 kg,AMAROY Bio-Fairtrade CaffÃƒÂ¨ Crema 1 kg,Coffee,1000,4.49,0.1803,0.0991,0.066,5,1,9,0.3,0,0.1,1.4,0,Y,N,N,2.8
59,Coffee_59,4,A,EXPRESSI Kaffeekapseln Milch 160 g,EXPRESSI Coffee Capsules Milk 160 g,Coffee,160,10,0.167,0.101,0.058,1,2,1,0,0,0.2,0.3,0,Y,N,N,3.5
60,Coffee_60,4,A,EXPRESSI Kaffeekapseln Typ Filterkaffee 120 g,EXPRESSI Coffee Capsules Filter Coffee Type 120 g,Tea,120,2.01,0.167,0.101,0.051,4,3,2,0.1,0.2,0.2,0.3,0,Y,Y,Vegan,2.8
61,Tea_61,4,A,"WESTMINSTER GrÃƒÆ’Ã‚Â?ner Tee Mix 44 g, Zitrone","WESTMINSTER Green Tea Mix 44 g, Lemon",Coffee,44,11.49,0.066,0.16,0.074,3,1,2,0,0,0.3,2,0,Y,N,N,3.3
62,Coffee_62,4,A,AMAROY Alu Kaffeekapseln Lungo Perfetto 55 g,AMAROY Aluminum Coffee Capsules Lungo Perfetto 55 g,Coffee,55,2.89,0.15,0.08,0.03,4,5,13,0.5,0,0.18,2.1,0,Y,N,N,2.7
63,Coffee_63,4,A,"JACOBS KrÃƒÆ’Ã‚Â¶nung 0,5 kg",JACOBS KrÃƒÂ¶nung 0.5 kg,Tea,500,1.99,0.167,0.101,0.051,3,3,1,0,0.1,0,0.2,0,Y,Y,Vegan,3.7
64,Tea_64,4,A,"FrÃƒÆ’Ã‚Â?chtetee-Mix 75 g, Multifrucht","Fruit Tea Mix 75 g, Multifrucht (multi-fruit)",Coffee,75,4.29,0.066,0.16,0.074,2,2,10,0.1,0,0.14,1.6,0,Y,N,N,2.9
65,Coffee_65,4,A,AMAROY Bio-Fairer Biokaffee 500 g,AMAROY Organic Fair-Trade Coffee 500 g,Coffee,500,4.49,0.156,0.18,0.044,5,2,69,12,0,0.35,60,0,N,N,N,4.2
66,Coffee_66,4,A,"AMAROY Kapseln Lungo Fortemente, 20 Kapseln","AMAROY Capsules Lungo Fortemente, 20 Capsules",Coffee,120,13.99,0.055,0.157,0.12,5,5,4,0.2,0,0.2,0.4,0,Y,N,N,3.1
67,Tea_67,4,A,WESTCLIFF KrÃƒÆ’Ã‚Â?uter-Vielfalt 50 g,WESTCLIFF Herb Variety 50 g,ChocolateDrink,50,4.29,0.138,0.082,0.071,2,4,380,3.1,77.9,4.5,79.8,0,N,N,N,4.5
68,Coffee_68,4,A,"AMAROY Kapseln Espresso Supremo, 20 Kapseln","AMAROY Capsules Espresso Supremo, 20 Capsules",Coffee,120,4.79,0.055,0.157,0.12,5,4,5,0,0,0.3,0.4,0,Y,N,N,4.1
69,Tea_69,4,A,"WESTCLIFF KrÃƒÆ’Ã‚Â?uter-Vielfalt 37,5 g",WESTCLIFF Herb Variety 37.5 g,Coffee,37.5,2.89,0.138,0.082,0.071,2,3,10,0.1,0,0.14,1.6,0,Y,N,N,3.7
70,Tea_70,4,A,"FrÃƒÆ’Ã‚Â?chtetee-Mix 75 g, Waldbeere","Fruit Tea Mix 75 g, Waldbeere (wild berry)",Coffee,75,2.89,0.066,0.16,0.074,2,1,9,0.2,0,0.11,1.9,0,Y,N,N,2.8
71,Cereals_71,5,B,IronMaxx Fitness Cereal - Chocolate 2 kg Bag | Vegan High Protein Cereal with Crunchies | Reduced Sugar Content & High Fibre,IronMaxx Fitness Cereal - Chocolate 2 kg Bag | Vegan High Protein Cereal with Crunchies | Reduced Sugar Content & High Fibre,Coffee,2000,2.89,0.25,0.2,0.07,1,2,10,0.2,0,0.12,1.7,0,Y,N,N,2.7
72,Cereals_72,5,B,"Kellogg's Smacks Breakfast Cereals (6 x 400g) - Crispy Sweet Puffed Wheat - Made from Natural Grains, No Artificial Colours and Flavours","Kellogg's Smacks Breakfast Cereals (6 x 400g) - Crispy Sweet Puffed Wheat - Made from Natural Grains, No Artificial Colours and Flavours",Coffee,400,2.89,0.29,0.18,0.08,2,2,9,0.18,0,0.12,1.7,0,Y,N,N,3.5
73,Cereals_73,5,B,"Ovomaltine Crunchy Muesli - Chocolate Crisp Muesli with Unique Cereal Blend and Ovomaltine - Chocolate Cereal with Valuable Vitamins, Fibre and Minerals (1 x 450 g)","Ovomaltine Crunchy Muesli - Chocolate Crisp Muesli with Unique Cereal Blend and Ovomaltine - Chocolate Cereal with Valuable Vitamins, Fibre and Minerals (1 x 450 g)",Coffee,450,8.99,0.16,0.108,0.014,3,2,5,0,0,0.2,0.3,0,Y,N,N,3.8
74,Cereals_74,5,B,"RUF Porridge Bircher, with Whole Grain Oats, Chopped Hazelnuts and Aromatic Apple and Pear Pieces, 1 x 65 g Bag, Pack of 1","RUF Porridge Bircher, with Whole Grain Oats, Chopped Hazelnuts and Aromatic Apple and Pear Pieces, 1 x 65 g Bag, Pack of 1",Coffee,65,7.99,0.16,0.11,0.01,3,1,4,0,0,0.2,0.3,0,N,N,N,3.4
75,Cereals_75,5,B,IronMaxx Protein MÃƒÂ?sli - Cookies & Chocolate 2kg Beutel | Veganes High Protein MÃƒÂ?sli laktosefrei | Reduzierter Zuckergehalt & Low Carb,IronMaxx Protein MÃƒÂ?sli - Cookies & Chocolate 2kg Beutel | Veganes High Protein MÃƒÂ?sli laktosefrei | Reduzierter Zuckergehalt & Low Carb,Coffee,2000,4.29,0.25,0.2,0.07,1,1,83,3,11,3,11,0,N,N,N,2.5
76,Cereals_76,5,B,"Alete bewusst Evening Milk Cereal Meal Multigrain, from the 10th Month, Ready-to-Drink Baby Food with Whole Grain Oats, Replacement for Baby Porridge, Warm or Cold Drink, 400 ml (2 x 200 ml)","Alete bewusst Evening Milk Cereal Meal Multigrain, from the 10th Month, Ready-to-Drink Baby Food with Whole Grain Oats, Replacement for Baby Porridge, Warm or Cold Drink, 400 ml (2 x 200 ml)",Chocolate,400,2.49,0.09,0.13,0.04,5,4,585,39,44,9.2,47,0,N,N,N,2.3
77,Cereals_77,5,B,"Hipp Organic Berry Muesli, Pack of 6 (6 x 200 g)","Hipp Organic Berry Muesli, Pack of 6 (6 x 200 g)",Snacks,1200,2.79,0.29,0.21,0.1,2,3,535,39,25,22,26,0,N,N,Vegetarian,3.9
78,Cereals_78,5,B,"RUF Porridge Chocolate Brownie, with Brownie Bites and Chocolate Pieces, Pure Brownie Enjoyment in a Muesli Bowl for All Chocoholics, 1 x 65 g Bag","RUF Porridge Chocolate Brownie, with Brownie Bites and Chocolate Pieces, Pure Brownie Enjoyment in a Muesli Bowl for All Chocoholics, 1 x 65 g Bag",Snacks,65,4.29,0.16,0.11,0.01,4,1,522,39,18,15,21,0,N,N,Vegetarian,2.1
79,Cereals_79,5,B,"Manner Crispy Musli Cereal, 1 x 500 g","Manner Crispy Musli Cereal, 1 x 500 g",Snacks,500,2.79,0.22,0.137,0.05,3,4,430,16,24,11,58,0,Y,Y,Vegetarian,3.1
80,Cereals_80,5,B,"RUF Pudding Oats Caramel, Harmonious Mix of Caramel Pudding and Whole Grain Oatmeal, No Sugar, Sweetened with Agave Syrup, 1 x 64 g Bag","RUF Pudding Oats Caramel, Harmonious Mix of Caramel Pudding and Whole Grain Oatmeal, No Sugar, Sweetened with Agave Syrup, 1 x 64 g Bag",Snacks,64,2.19,0.16,0.11,0.01,4,2,484,21,4.5,14,58,0,N,N,N,2.1
81,Cereals_81,5,B,"RUF Natural topping with raspberries, cherries, rice crisps, no artificial additives, fruit mix for porridge and pastries, gluten-free, vegan, 15 g","RUF Natural topping with raspberries, cherries, rice crisps, no artificial additives, fruit mix for porridge and pastries, gluten-free, vegan, 15 g",Snacks,15,4.29,0.16,0.11,0.01,4,4,471,25,38,12,44,0,Y,N,Vegetarian,2.3
82,Cereals_82,5,B,KNUSPERONE Honey Wheat 750 g,KNUSPERONE Honey Wheat 750 g,Snacks,750,2.59,0.23,0.15,0.1,2,1,368,6.2,1.8,9.7,86.6,0,Y,N,Vegan,3.4
83,Cereals_83,5,B,KNUSPERONE Nougat Bits 750 g,KNUSPERONE Nougat Bits 750 g,Snacks,750,2.29,0.23,0.15,0.05,5,1,531,33,9.2,16,40,0,N,N,N,2.4
84,Cereals_84,5,B,"KNUSPERONE Zimt Chips 0,75 kg",KNUSPERONE Zimt Chips 0.75 kg,Snacks,750,1.99,0.23,0.15,0.05,5,2,397,7.3,1.3,11,80,0,N,N,N,3.2
85,Cereals_85,5,B,"KNUSPERONE Schoko Krunchy 0,75 kg",KNUSPERONE Schoko Krunchy 0.75 kg,Snacks,750,2.49,0.23,0.15,0.05,5,3,485,23,2.6,7,60,0,N,N,N,3.8
86,Cereals_86,5,B,"GOLDEN BRIDGE Premium MÃƒÆ’Ã‚Â?sli 500 g, Honig Nuss","GOLDEN BRIDGE Premium Muesli 500 g, Honig Nuss",Snacks,500,1.99,0.25,0.2,0.07,1,4,483,25,1.9,13,52,0,N,N,N,3.5
87,Bread_87,6,B,"GOLDÃƒÆ’Ã¢â‚¬Å?HREN BaguettebrÃƒÆ’Ã‚Â¶tchen 0,3 kg",GOLDÃƒâ€?HREN Baguettebroetchen 0.3 kg,Snacks,300,2.19,0.27,0.1,0.05,1,3,523,31,34,18,40,0,Y,Y,Vegetarian,2.7
88,Cereals_88,5,B,"GOLDEN BRIDGE Premium MÃƒÆ’Ã‚Â?sli 500 g, FrÃƒÆ’Ã‚Â?chte & NÃƒÆ’Ã‚Â?sse","GOLDEN BRIDGE Premium Muesli 500 g, Fruichte & Nuesse",Baking,500,1.55,0.25,0.2,0.07,1,3,309,0.4,4.5,0.4,83,0,Y,Y,N,4.1
89,Cereals_89,5,B,"GOLDEN BRIDGE Premium MÃƒÆ’Ã‚Â?sli 500 g, Triple choc","GOLDEN BRIDGE Premium Muesli 500 g, Triple choc",Cookies,500,2.29,0.25,0.2,0.07,2,4,471,23,33,5.6,61,0,N,N,N,2.4
90,Bread_90,6,B,"GOLDÃƒÆ’Ã¢â‚¬Å?HREN RosenbrÃƒÆ’Ã‚Â¶tchen 0,51 kg, Weizen","GOLDÃƒâ€?HREN Rosenbroetchen 0.51 kg, Weizen",Cookies,510,2.99,0.26,0.2,0.05,2,2,499,25,26,7.4,57,0,N,N,N,2.3
91,Bread_91,6,B,"GOLDÃƒÆ’Ã¢â‚¬Å?HREN RosenbrÃƒÆ’Ã‚Â¶tchen 0,51 kg, Sonnenblume-Leinsamen","GOLDÃƒâ€?HREN Rosenbroetchen 0.51 kg, Sonnenblume-Leinsamen",Chocolate,510,2.99,0.26,0.21,0.05,2,1,500,30,43,6.3,50,0,N,N,N,2.2
92,Bread_92,6,B,GOLDÃƒÆ’Ã¢â‚¬Å?HREN Laugenbrezeln 868 g,GOLDÃƒâ€?HREN Laugenbrezeln 868 g,Chocolate,868,2.79,0.21,0.28,0.05,4,1,574,38.3,49,7.9,49.5,0,Y,N,N,3.2
93,Bread_93,6,B,GUT BIO Das Pure 300 g,GUT BIO Das Pure 300 g,Cookies,300,3.39,0.15,0.21,0.05,3,1,491,22,28,5.9,65,0,N,N,N,2.2
94,Bread_94,6,B,GOLDÃƒÆ’Ã¢â‚¬Å?HREN Protein-Wraps 320 g,GOLDÃƒâ€?HREN Protein-Wraps 320 g,Cookies,320,2.39,0.2546,0.2566,0.05,1,1,504,26,33,6.1,60,0,N,N,N,3.6
95,Bread_95,6,B,"GUT BIO Bio-LandbrÃƒÆ’Ã‚Â¶tchen 280 g, Kernig","GUT BIO Bio-Landbroetchen 280 g, Kernig",Chocolate,280,3.39,0.24,0.23,0.05,5,2,539,30.3,49,7.7,58,0,N,N,N,2.9
96,Bread_96,6,B,"GUT BIO Bio-LandbrÃƒÆ’Ã‚Â¶tchen 250 g, Weizen","GUT BIO Bio-Landbroetchen 250 g, Weizen",Chocolate,250,2.79,0.24,0.23,0.05,5,1,580,40,39,12,39,0,N,N,N,2.3
97,Bread_97,6,B,"GOLDÃƒÆ’Ã¢â‚¬Å?HREN ToastbrÃƒÆ’Ã‚Â¶tchen 335 g, Mehrkorn","GOLDÃƒâ€?HREN Toastbroetchen 335 g, Mehrkorn",Cookies,335,3.79,0.13,0.27,0.05,1,2,540,31.9,42.6,7.6,54,0,N,N,N,2.1
98,Bread_98,6,B,GOLDÃƒÆ’Ã¢â‚¬Å?HREN Zwieback 450 g,GOLDÃƒâ€?HREN Zwieback 450 g,Chocolate,450,2.49,0.2468,0.2146,0.05,3,2,475,18,31,6.9,70,0,N,N,N,3.2
99,Cereals_99,5,B,1001-Nacht Porridge Unsweetened,1001-Nacht Porridge Unsweetened,Chocolate,500,2.79,0.2,0.11,0.055,3,3,600,35,51,8,52,0,N,N,N,3.5
100,Cereals_100,5,B,"RUF Porridge Chocolate Banana, Instant Oatmeal with Whole Grain Oatmeal, Cocoa Powder and Banana Chips in Practical Portion Bag, 1 x 65 g Bag","RUF Porridge Chocolate Banana, Instant Oatmeal with Whole Grain Oatmeal, Cocoa Powder and Banana Chips in Practical Portion Bag, 1 x 65 g Bag",Chocolate,65,1.99,0.16,0.11,0.01,4,3,389,0.5,88,2,95,0,Y,Y,N,1.8
166,Crackers_166,7,B,SUN SNACKS Cracker-SpaÃƒÅ¸ 200 g,SUN SNACKS Cracker Fun 200 g,Chocolate,200,2.49,0.2444,0.1896,0.05,5,1,540,33,47,6.3,50,0,N,N,N,2.1
167,Crackers_167,7,B,TUC Original,TUC Original,Baking,300,1.99,0.2016,0.148,0.05,2,1,349,1.1,1.1,11,82,0,Y,N,Vegan,2.2
168,Crackers_168,7,B,SUN SNACKS Cracker 3er-Packung,SUN SNACKS Crackers 3-Pack,Baking,75,2.45,0.0968,0.162,0.05,5,2,343,1.2,0.6,12.5,88,0,Y,N,Vegan,3.5
169,Crackers_169,7,B,TUC Baked Crisp,TUC Baked Crisp,Baking,100,2.99,0.1996,0.1176,0.05,4,2,423,23,26,6.3,47,0,N,N,N,2
170,Crackers_170,7,B,TUC Baked Bites,TUC Baked Bites,Baking,100,2.99,0.1988,0.1718,0.05,4,1,423,23,26,6.3,47,0,N,N,N,2.1
171,Toast_171,7,B,GOLDÃƒâ€?HREN Bauernschwarzbrot,GOLDÃƒâ€?HREN FarmersÃ¢â‚¬â„¢ Black Bread,Baking,500,2.99,0.156,0.167,0.05,3,1,423,23,26,6.3,47,0,N,N,N,2.9
172,Toast_172,7,B,GOLDÃƒâ€?HREN Sandwichtoast,GOLDÃƒâ€?HREN Sandwich Toast,Baking,750,2.99,0.1312,0.077,0.05,3,2,423,23,26,6.3,47,0,N,N,N,2.3
173,Toast_173,7,B,GOLDÃƒâ€?HREN Kleiner Sandwich Toast Dinkel,GOLDÃƒâ€?HREN Small Spelt Sandwich Toast,Baking,375,2.69,0.118,0.1054,0.05,1,1,400,0,100,0,100,0,Y,Y,Vegan,3.7
174,Toast_174,7,B,GOLDÃƒâ€?HREN Vollkorn-Toast,GOLDÃƒâ€?HREN Whole Grain Toast,Baking,500,1.49,0.0522,0.1298,0.05,2,3,400,0,100,0,100,0,Y,Y,Vegan,3.5
175,Toast_175,7,B,GOLDÃƒâ€?HREN KÃƒÂ¶rner Balance Sandwich,GOLDÃƒâ€?HREN Seeded Balance Sandwich,Baking,750,2.79,0.1426,0.067,0.05,2,4,587,30,64,4.6,65,0,N,N,N,3.4
176,Toast_176,7,B,GOLDÃƒâ€?HREN Brotbackmischung,GOLDÃƒâ€?HREN Bread Mix,Baking,1000,2.29,0.1978,0.0956,0.05,3,3,508,27,55,8.7,55,0,N,N,N,3.2
177,Crackers_177,7,B,LORENZ Saltletts,LORENZ Saltletts,Baking,100,2.79,0.1864,0.1332,0.05,2,2,504,27,48,7.1,53,0,Y,N,Vegan,3.2
