product_id,Prefab name,shelf_no,Side,product_name,en_product_name,Category,Volume (kg/l),Price (EUR),height (z),width (x),depth (y),row,position,Calories (kcal),Fat (g),Sugar (g),Protein (g),Carbohydrate (g),Alcohol (%),Lactose (Y/N),Gluten (Y/N),N/Vegan/Vegetarian,Rating (u)
28,Chocolate_28,3,A,CHOCEURÃƒâ€?Ã‚Â® Sahne-Schokolade 200 g,CHOCEUR Cream Chocolate 200 g,Chocolate,200,1.79,0.1284,0.2804,0.05,4,7,580,40,39,12,39,0,N,N,N,2.3
29,Chocolate_29,3,A,CHOCEUR Choco und Keks 300 g,CHOCEUR Chocolate and Biscuit 300 g,Chocolate,300,2.39,0.285,0.085,0.017,3,5,539,30.3,49,7.7,58,0,N,N,N,2.9
30,Cookies_30,3,A,BISCOTTO Mini-Kekse 150 g,BISCOTTO Mini Cookies 150 g,Cookies,150,1.39,0.19,0.1,0.02,4,3,504,26,33,6.1,60,0,N,N,N,3.6
31,Cookies_31,3,A,BISCOTTO GebÃƒÆ’Ã‚Â?ckmischung mit Schokolade 500 g,BISCOTTO Pastry Assortment with Chocolate 500 g,Cookies,500,2.39,0.173,0.11,0.025,3,2,491,22,28,5.9,65,0,N,N,N,2.2
32,Chocolate_32,3,A,CHOCEUR Schoko Milch Riegel 200 g,CHOCEUR Chocolate Milk Bar 200 g,Chocolate,200,1.79,0.253,0.1,0.038,4,5,574,38.3,49,7.9,49.5,0,Y,N,N,3.2
33,Chocolate_33,3,A,CHOCEUR Coconut Kiss 150 g,CHOCEUR Coconut Kiss 150 g,Chocolate,150,1.99,0.222,0.076,0.045,4,6,500,30,43,6.3,50,0,N,N,N,2.2
34,Cookies_34,3,A,GUT BIO Bio-Hafercookies 200 g,GUT BIO Organic Oat Cookies 200 g,Cookies,200,1.99,0.08,0.27,0.041,3,7,499,25,26,7.4,57,0,N,N,N,2.3
35,Cookies_35,3,A,BISCOTTO American Style Cookies 175 g,BISCOTTO American Style Cookies 175 g,Cookies,175,1.29,0.222,0.076,0.045,3,6,471,23,33,5.6,61,0,N,N,N,2.4
36,Baking_36,2,A,"BACK FAMILY Tortenguss 72 g, 6er-Packung","BACK FAMILY Cake Glaze 72 g, pack of 6",Baking,72,0.55,0.136,0.086,0.034,3,2,309,0.4,4.5,0.4,83,0,Y,Y,N,4.1
37,Snacks_37,3,A,GUT BIO Bio-Knusperriegel 75 g,GUT BIO Organic Crunchy Bar 75 g,Snacks,75,1.19,0.2,0.2,0.065,5,3,523,31,34,18,40,0,Y,Y,Vegetarian,2.7
38,Snacks_38,3,A,SUN SNACKS Flips 200 g,SUN SNACKS Peanut Flips 200 g,Snacks,200,0.99,0.35,0.19,0.07,1,3,483,25,1.9,13,52,0,N,N,N,3.5
39,Snacks_39,3,A,SUN SNACKS Light-Chips 150 g,SUN SNACKS Light Chips 150 g,Snacks,150,1.49,0.2997,0.1676,0.066,2,1,485,23,2.6,7,60,0,N,N,N,3.8
40,Snacks_40,3,A,SUN SNACKS Salzbrezeln 250 g,SUN SNACKS Salt Pretzels 250 g,Snacks,250,0.99,0.153,0.095,0.04,2,3,397,7.3,1.3,11,80,0,N,N,N,3.2
41,Snacks_41,3,A,FARMER ErdnÃƒÆ’Ã‚Â?sse im Teigmantel 200 g,FARMER Peanuts in a Crispy Coating 200 g,Snacks,200,1.29,0.2,0.165,0.03,1,1,531,33,9.2,16,40,0,N,N,N,2.4
42,Snacks_42,3,A,HUOBER Prinzess Brezel 125 g,HUOBER Princess Pretzel 125 g,Snacks,125,1.59,0.2,0.165,0.03,1,2,368,6.2,1.8,9.7,86.6,0,Y,N,Vegan,3.4
43,Snacks_43,3,A,FARMER NATURALS GeNuss-Mix 200 g,FARMER NATURALS Nut Mix 200 g,Snacks,200,3.29,0.1473,0.1473,0.0203,5,1,471,25,38,12,44,0,Y,N,Vegetarian,2.3
44,Snacks_44,3,A,SUN SNACKS Linsen-Chips 90 g,SUN SNACKS Lentil Chips 90 g,Snacks,90,1.19,0.25,0.18,0.06,2,2,484,21,4.5,14,58,0,N,N,N,2.1
45,Snacks_45,3,A,"NUR NUR NATUR Hafer-Riegel 105 g, Saaten","NUR NUR NATUR Oat Bar 105 g, Seeds",Snacks,105,1.79,0.2,0.2,0.065,5,4,430,16,24,11,58,0,Y,Y,Vegetarian,3.1
46,Snacks_46,3,A,GeNuss-Mix - Schnellstart - Farmer naturals - 200g,GeNuss-Mix - Schnellstart - Farmer naturals - 200g,Snacks,200,3.29,0.1448,0.1473,0.0203,5,2,522,39,18,15,21,0,N,N,Vegetarian,2.1
47,Snacks_47,3,A,"Knusperriegel Kirsch-Mandel Gut bio, 75g","Crunchy Bar Cherry-Almond Good organic, 75g",Snacks,75,1.79,0.2,0.2,0.065,5,5,535,39,25,22,26,0,N,N,Vegetarian,3.9
48,Chocolate_48,3,A,MOSER ROTH Noisette Schokolade 125 g,MOSER ROTH Flavor Assortment 125 g,Chocolate,125,1.49,0.18,0.1056,0.017,4,2,585,39,44,9.2,47,0,N,N,N,2.3
49,Coffee_49,4,A,EXPRESSI Kaffeekapseln Latte Macchiato 160 g,EXPRESSI Coffee Capsules Latte Macchiato 160 g,Coffee,160,3.29,0.167,0.101,0.058,4,1,83,3,11,3,11,0,N,N,N,2.5
50,Coffee_50,4,A,AMAROY Mahlkaffee Classic 500 g,AMAROY Ground Coffee Classic 500 g,Coffee,500,6.99,0.1803,0.0991,0.066,3,2,4,0,0,0.2,0.3,0,N,N,N,3.4
51,Coffee_51,4,A,AMAROY Unser Bester 500 g,AMAROY Unser Bester 500 g,Coffee,500,7.99,0.156,0.18,0.044,5,3,5,0,0,0.2,0.3,0,Y,N,N,3.8
52,Coffee_52,4,A,AMAROY Alu Kaffeekapseln Espresso Speciale 55 g,AMAROY Aluminum Coffee Capsules Espresso Speciale 55 g,Coffee,55,1.89,0.15,0.08,0.03,4,6,9,0.18,0,0.12,1.7,0,Y,N,N,3.5
53,Coffee_53,4,A,AMAROY Alu Kaffeekapseln Lungo Crema 55 g,AMAROY Aluminum Coffee Capsules Lungo Crema 55 g,Coffee,55,1.89,0.15,0.08,0.03,4,7,10,0.2,0,0.12,1.7,0,Y,N,N,2.7
54,Coffee_54,4,A,AMAROY Aluminium Kaffeekapseln Espresso Ristretto 55 g,AMAROY Aluminum Coffee Capsules Espresso Ristretto 55 g,Coffee,55,1.89,0.15,0.08,0.03,4,4,9,0.2,0,0.11,1.9,0,Y,N,N,2.8
55,Coffee_55,4,A,EXPRESSI Kaffeekapseln CaffÃƒÆ’Ã‚Â¨ Crema Decaf entkoffeiniert 125 g,EXPRESSI Coffee Capsules CaffÃƒÂ¨ Crema Decaf (decaffeinated) 125 g,Coffee,125,1.89,0.15,0.08,0.03,4,7,10,0.1,0,0.14,1.6,0,Y,N,N,3.7
56,Coffee_56,4,A,AMAROY Express Kaffee Entkoffeiniert 100 g,AMAROY Express Decaffeinated Coffee 100 g,Coffee,100,3.79,0.153,0.065,0.065,1,3,5,0,0,0.3,0.4,0,Y,N,N,4.1
57,ChocolateDrink_57,4,A,SCHOVIT Kakaohaltiges GetrÃƒÆ’Ã‚Â?nkepulver 800 g,SCHOVIT Cocoa-Based Beverage Powder 800 g,ChocolateDrink,800,3.29,0.211,0.144,0.076,1,1,380,3.1,77.9,4.5,79.8,0,N,N,N,4.5
58,Coffee_58,4,A,AMAROY Bio-Fairtrade CaffÃƒÆ’Ã‚Â¨ Crema 1 kg,AMAROY Bio-Fairtrade CaffÃƒÂ¨ Crema 1 kg,Coffee,1000,12.99,0.1803,0.0991,0.066,5,1,4,0.2,0,0.2,0.4,0,Y,N,N,3.1
59,Coffee_59,4,A,EXPRESSI Kaffeekapseln Milch 160 g,EXPRESSI Coffee Capsules Milk 160 g,Coffee,160,3.49,0.167,0.101,0.058,1,2,69,12,0,0.35,60,0,N,N,N,4.2
60,Coffee_60,4,A,EXPRESSI Kaffeekapseln Typ Filterkaffee 120 g,EXPRESSI Coffee Capsules Filter Coffee Type 120 g,Coffee,120,3.29,0.167,0.101,0.051,4,3,10,0.1,0,0.14,1.6,0,Y,N,N,2.9
61,Tea_61,4,A,"WESTMINSTER GrÃƒÆ’Ã‚Â?ner Tee Mix 44 g, Zitrone","WESTMINSTER Green Tea Mix 44 g, Lemon",Tea,44,0.99,0.066,0.16,0.074,3,1,1,0,0.1,0,0.2,0,Y,Y,Vegan,3.7
62,Coffee_62,4,A,AMAROY Alu Kaffeekapseln Lungo Perfetto 55 g,AMAROY Aluminum Coffee Capsules Lungo Perfetto 55 g,Coffee,55,1.89,0.15,0.08,0.03,4,5,13,0.5,0,0.18,2.1,0,Y,N,N,2.7
63,Coffee_63,4,A,"JACOBS KrÃƒÆ’Ã‚Â¶nung 0,5 kg",JACOBS KrÃƒÂ¶nung 0.5 kg,Coffee,500,10.49,0.167,0.101,0.051,3,3,2,0,0,0.3,2,0,Y,N,N,3.3
64,Tea_64,4,A,"FrÃƒÆ’Ã‚Â?chtetee-Mix 75 g, Multifrucht","Fruit Tea Mix 75 g, Multifrucht (multi-fruit)",Tea,75,1.01,0.066,0.16,0.074,2,2,2,0.1,0.2,0.2,0.3,0,Y,Y,Vegan,2.8
65,Coffee_65,4,A,AMAROY Bio-Fairer Biokaffee 500 g,AMAROY Organic Fair-Trade Coffee 500 g,Coffee,500,9,0.156,0.18,0.044,5,2,1,0,0,0.2,0.3,0,Y,N,N,3.5
66,Coffee_66,4,A,"AMAROY Kapseln Lungo Fortemente, 20 Kapseln","AMAROY Capsules Lungo Fortemente, 20 Capsules",Coffee,120,3.49,0.055,0.157,0.12,5,5,9,0.3,0,0.1,1.4,0,Y,N,N,2.8
67,Tea_67,4,A,WESTCLIFF KrÃƒÆ’Ã‚Â?uter-Vielfalt 50 g,WESTCLIFF Herb Variety 50 g,Tea,50,1.19,0.138,0.082,0.071,2,4,1,0,0.1,0,0.2,0,Y,Y,Vegan,3.2
68,Coffee_68,4,A,"AMAROY Kapseln Espresso Supremo, 20 Kapseln","AMAROY Capsules Espresso Supremo, 20 Capsules",Coffee,120,3.49,0.055,0.157,0.12,5,4,11,0.1,0,0,1.5,0,Y,N,N,3.3
69,Tea_69,4,A,"WESTCLIFF KrÃƒÆ’Ã‚Â?uter-Vielfalt 37,5 g",WESTCLIFF Herb Variety 37.5 g,Tea,37.5,1.19,0.138,0.082,0.071,2,3,1,0,0.1,0,0.2,0,Y,Y,Vegan,2.1
70,Tea_70,4,A,"FrÃƒÆ’Ã‚Â?chtetee-Mix 75 g, Waldbeere","Fruit Tea Mix 75 g, Waldbeere (wild berry)",Tea,75,1.39,0.066,0.16,0.074,2,1,2,0,0.2,0,0.6,0,Y,Y,Vegan,2.4
71,Cereals_71,5,B,IronMaxx Fitness Cereal - Chocolate 2 kg Bag | Vegan High Protein Cereal with Crunchies | Reduced Sugar Content & High Fibre,IronMaxx Fitness Cereal - Chocolate 2 kg Bag | Vegan High Protein Cereal with Crunchies | Reduced Sugar Content & High Fibre,Cereals,2000,8.5,0.25,0.2,0.07,1,2,113,15,13,26,27,0,Y,N,Vegetarian,2.8
72,Cereals_72,5,B,"Kellogg's Smacks Breakfast Cereals (6 x 400g) - Crispy Sweet Puffed Wheat - Made from Natural Grains, No Artificial Colours and Flavours","Kellogg's Smacks Breakfast Cereals (6 x 400g) - Crispy Sweet Puffed Wheat - Made from Natural Grains, No Artificial Colours and Flavours",Cereals,400,9,0.29,0.18,0.08,2,2,100,1.6,34,7.1,81,0,Y,N,N,3.8
73,Cereals_73,5,B,"Ovomaltine Crunchy Muesli - Chocolate Crisp Muesli with Unique Cereal Blend and Ovomaltine - Chocolate Cereal with Valuable Vitamins, Fibre and Minerals (1 x 450 g)","Ovomaltine Crunchy Muesli - Chocolate Crisp Muesli with Unique Cereal Blend and Ovomaltine - Chocolate Cereal with Valuable Vitamins, Fibre and Minerals (1 x 450 g)",Cereals,450,4.94,0.16,0.108,0.014,3,2,400,9.3,18,9.4,68,0,N,N,N,2.8
74,Cereals_74,5,B,"RUF Porridge Bircher, with Whole Grain Oats, Chopped Hazelnuts and Aromatic Apple and Pear Pieces, 1 x 65 g Bag, Pack of 1","RUF Porridge Bircher, with Whole Grain Oats, Chopped Hazelnuts and Aromatic Apple and Pear Pieces, 1 x 65 g Bag, Pack of 1",Cereals,65,0.89,0.16,0.11,0.01,3,1,116,1.9,7.9,4.3,20,0,Y,N,N,2.5
75,Cereals_75,5,B,IronMaxx Protein MÃƒÂ?sli - Cookies & Chocolate 2kg Beutel | Veganes High Protein MÃƒÂ?sli laktosefrei | Reduzierter Zuckergehalt & Low Carb,IronMaxx Protein MÃƒÂ?sli - Cookies & Chocolate 2kg Beutel | Veganes High Protein MÃƒÂ?sli laktosefrei | Reduzierter Zuckergehalt & Low Carb,Cereals,2000,9.5,0.25,0.2,0.07,1,1,122,15,11,45,21,0,Y,N,Vegetarian,2.9
76,Cereals_76,5,B,"Alete bewusst Evening Milk Cereal Meal Multigrain, from the 10th Month, Ready-to-Drink Baby Food with Whole Grain Oats, Replacement for Baby Porridge, Warm or Cold Drink, 400 ml (2 x 200 ml)","Alete bewusst Evening Milk Cereal Meal Multigrain, from the 10th Month, Ready-to-Drink Baby Food with Whole Grain Oats, Replacement for Baby Porridge, Warm or Cold Drink, 400 ml (2 x 200 ml)",Cereals,400,1.75,0.09,0.13,0.04,5,4,86,2.9,3.9,2.6,12.2,0,N,N,N,3.7
77,Cereals_77,5,B,"Hipp Organic Berry Muesli, Pack of 6 (6 x 200 g)","Hipp Organic Berry Muesli, Pack of 6 (6 x 200 g)",Cereals,1200,10.5,0.29,0.21,0.1,2,3,57,3.6,11,11,65,0,N,N,Vegan,2.5
78,Cereals_78,5,B,"RUF Porridge Chocolate Brownie, with Brownie Bites and Chocolate Pieces, Pure Brownie Enjoyment in a Muesli Bowl for All Chocoholics, 1 x 65 g Bag","RUF Porridge Chocolate Brownie, with Brownie Bites and Chocolate Pieces, Pure Brownie Enjoyment in a Muesli Bowl for All Chocoholics, 1 x 65 g Bag",Cereals,65,0.89,0.16,0.11,0.01,4,1,404,12,18,12,60,0,Y,N,N,2.2
79,Cereals_79,5,B,"Manner Crispy Musli Cereal, 1 x 500 g","Manner Crispy Musli Cereal, 1 x 500 g",Cereals,500,12,0.22,0.137,0.05,3,4,124,16,14,8.4,55,0,N,N,N,2.5
80,Cereals_80,5,B,"RUF Pudding Oats Caramel, Harmonious Mix of Caramel Pudding and Whole Grain Oatmeal, No Sugar, Sweetened with Agave Syrup, 1 x 64 g Bag","RUF Pudding Oats Caramel, Harmonious Mix of Caramel Pudding and Whole Grain Oatmeal, No Sugar, Sweetened with Agave Syrup, 1 x 64 g Bag",Cereals,64,0.99,0.16,0.11,0.01,4,2,410,14,12,12,56,0,Y,N,N,3.7
81,Cereals_81,5,B,"RUF Natural topping with raspberries, cherries, rice crisps, no artificial additives, fruit mix for porridge and pastries, gluten-free, vegan, 15 g","RUF Natural topping with raspberries, cherries, rice crisps, no artificial additives, fruit mix for porridge and pastries, gluten-free, vegan, 15 g",Cereals,15,1.19,0.16,0.11,0.01,4,4,60,2,5,1,8,0,Y,Y,Vegan,4.2
82,Cereals_82,5,B,KNUSPERONE Honey Wheat 750 g,KNUSPERONE Honey Wheat 750 g,Cereals,750,2.99,0.23,0.15,0.1,2,1,385,1.9,33,10,78,0,Y,N,N,3.7
83,Cereals_83,5,B,KNUSPERONE Nougat Bits 750 g,KNUSPERONE Nougat Bits 750 g,Cereals,750,2.79,0.23,0.15,0.05,5,1,482,22,27,6.7,62,0,N,N,N,2.1
84,Cereals_84,5,B,"KNUSPERONE Zimt Chips 0,75 kg",KNUSPERONE Zimt Chips 0.75 kg,Cereals,750,2.79,0.23,0.15,0.05,5,2,430,11,23,6.4,74,0,N,N,N,3.9
85,Cereals_85,5,B,"KNUSPERONE Schoko Krunchy 0,75 kg",KNUSPERONE Schoko Krunchy 0.75 kg,Cereals,750,2.79,0.23,0.15,0.05,5,3,420,15,18,4,60,0,N,N,N,3.8
86,Cereals_86,5,B,"GOLDEN BRIDGE Premium MÃƒÆ’Ã‚Â?sli 500 g, Honig Nuss","GOLDEN BRIDGE Premium Muesli 500 g, Honig Nuss",Cereals,500,2.59,0.25,0.2,0.07,1,4,400,11,19,6,60,0,N,N,N,3.9
87,Bread_87,6,B,"GOLDÃƒÆ’Ã¢â‚¬Å?HREN BaguettebrÃƒÆ’Ã‚Â¶tchen 0,3 kg",GOLDÃƒâ€?HREN Baguettebroetchen 0.3 kg,Bread,300,0.69,0.27,0.1,0.05,1,3,250,3,2,7,40,0,N,N,N,3.5
88,Cereals_88,5,B,"GOLDEN BRIDGE Premium MÃƒÆ’Ã‚Â?sli 500 g, FrÃƒÆ’Ã‚Â?chte & NÃƒÆ’Ã‚Â?sse","GOLDEN BRIDGE Premium Muesli 500 g, Fruichte & Nuesse",Cereals,500,2.59,0.25,0.2,0.07,1,3,300,10,2,6,40,0,N,N,N,2.1
89,Cereals_89,5,B,"GOLDEN BRIDGE Premium MÃƒÆ’Ã‚Â?sli 500 g, Triple choc","GOLDEN BRIDGE Premium Muesli 500 g, Triple choc",Cereals,500,2.59,0.25,0.2,0.07,2,4,350,7,10,8,60,0,N,N,N,2.5
90,Bread_90,6,B,"GOLDÃƒÆ’Ã¢â‚¬Å?HREN RosenbrÃƒÆ’Ã‚Â¶tchen 0,51 kg, Weizen","GOLDÃƒâ€?HREN Rosenbroetchen 0.51 kg, Weizen",Bread,510,1.59,0.26,0.2,0.05,2,2,300,8,4,4,45,0,N,N,N,3.3
91,Bread_91,6,B,"GOLDÃƒÆ’Ã¢â‚¬Å?HREN RosenbrÃƒÆ’Ã‚Â¶tchen 0,51 kg, Sonnenblume-Leinsamen","GOLDÃƒâ€?HREN Rosenbroetchen 0.51 kg, Sonnenblume-Leinsamen",Bread,510,1.59,0.26,0.21,0.05,2,1,280,10,2,5,40,0,N,N,N,2.9
92,Bread_92,6,B,GOLDÃƒÆ’Ã¢â‚¬Å?HREN Laugenbrezeln 868 g,GOLDÃƒâ€?HREN Laugenbrezeln 868 g,Bread,868,2.19,0.21,0.28,0.05,4,1,250,10,15,3,35,0,N,N,N,2.1
93,Bread_93,6,B,GUT BIO Das Pure 300 g,GUT BIO Das Pure 300 g,Bread,300,1.95,0.15,0.21,0.05,3,1,240,9,10,6,30,0,Y,Y,Vegan,1.7
94,Bread_94,6,B,GOLDÃƒÆ’Ã¢â‚¬Å?HREN Protein-Wraps 320 g,GOLDÃƒâ€?HREN Protein-Wraps 320 g,Bread,320,1.69,0.2546,0.2566,0.05,1,1,350,10,30,8,45,0,N,N,N,2.9
95,Bread_95,6,B,"GUT BIO Bio-LandbrÃƒÆ’Ã‚Â¶tchen 280 g, Kernig","GUT BIO Bio-Landbroetchen 280 g, Kernig",Bread,280,1.19,0.24,0.23,0.05,5,2,350,7,24,5,60,0,Y,Y,Vegetarian,3.6
96,Bread_96,6,B,"GUT BIO Bio-LandbrÃƒÆ’Ã‚Â¶tchen 250 g, Weizen","GUT BIO Bio-Landbroetchen 250 g, Weizen",Bread,250,1.19,0.24,0.23,0.05,5,1,200,2,0,7,30,0,Y,N,Vegetarian,3.9
97,Bread_97,6,B,"GOLDÃƒÆ’Ã¢â‚¬Å?HREN ToastbrÃƒÆ’Ã‚Â¶tchen 335 g, Mehrkorn","GOLDÃƒâ€?HREN Toastbroetchen 335 g, Mehrkorn",Bread,335,0.99,0.13,0.27,0.05,1,2,100,3,0,1,10,0,Y,N,N,3.6
98,Bread_98,6,B,GOLDÃƒÆ’Ã¢â‚¬Å?HREN Zwieback 450 g,GOLDÃƒâ€?HREN Zwieback 450 g,Bread,450,2.19,0.2468,0.2146,0.05,3,2,60,2,5,1,8,0,Y,Y,Vegan,1.2
99,Cereals_99,5,B,1001-Nacht Porridge Unsweetened,1001-Nacht Porridge Unsweetened,Cereals,500,6,0.2,0.11,0.055,3,3,110,3.5,1,3,18,0,Y,N,N,2.4
100,Cereals_100,5,B,"RUF Porridge Chocolate Banana, Instant Oatmeal with Whole Grain Oatmeal, Cocoa Powder and Banana Chips in Practical Portion Bag, 1 x 65 g Bag","RUF Porridge Chocolate Banana, Instant Oatmeal with Whole Grain Oatmeal, Cocoa Powder and Banana Chips in Practical Portion Bag, 1 x 65 g Bag",Cereals,65,0.79,0.16,0.11,0.01,4,3,380,15,12,6,60,0,N,N,N,2.7
166,Crackers_166,7,B,SUN SNACKS Cracker-SpaÃƒÅ¸ 200 g,SUN SNACKS Cracker Fun 200 g,Crackers,200,1.39,0.2444,0.1896,0.05,5,1,480,37,4,6,85,0,N,N,N,3.5
167,Crackers_167,7,B,TUC Original,TUC Original,Crackers,300,2.99,0.2016,0.148,0.05,2,1,500,39,3,7,82,0,N,N,N,3.6
168,Crackers_168,7,B,SUN SNACKS Cracker 3er-Packung,SUN SNACKS Crackers 3-Pack,Crackers,75,1.39,0.0968,0.162,0.05,5,2,590,40,1,7,86,0,N,N,N,2.2
169,Crackers_169,7,B,TUC Baked Crisp,TUC Baked Crisp,Crackers,100,1.49,0.1996,0.1176,0.05,4,2,595,41,4,7,72,0,N,N,N,2.9
170,Crackers_170,7,B,TUC Baked Bites,TUC Baked Bites,Crackers,100,1.49,0.1988,0.1718,0.05,4,1,600,43,4,15,90,0,N,N,N,3.5
171,Toast_171,7,B,GOLDÃƒâ€?HREN Bauernschwarzbrot,GOLDÃƒâ€?HREN FarmersÃ¢â‚¬â„¢ Black Bread,Toast,500,0.99,0.156,0.167,0.05,3,1,500,18,2,8,65,0,N,N,N,3
172,Toast_172,7,B,GOLDÃƒâ€?HREN Sandwichtoast,GOLDÃƒâ€?HREN Sandwich Toast,Toast,750,1.29,0.1312,0.077,0.05,3,2,585,17,2,7,70,0,N,N,N,2.5
173,Toast_173,7,B,GOLDÃƒâ€?HREN Kleiner Sandwich Toast Dinkel,GOLDÃƒâ€?HREN Small Spelt Sandwich Toast,Toast,375,1.19,0.118,0.1054,0.05,1,1,450,12,1,8,65,0,N,N,N,4.4
174,Toast_174,7,B,GOLDÃƒâ€?HREN Vollkorn-Toast,GOLDÃƒâ€?HREN Whole Grain Toast,Toast,500,0.99,0.0522,0.1298,0.05,2,3,610,23,2,7,70,0,N,N,N,3.2
175,Toast_175,7,B,GOLDÃƒâ€?HREN KÃƒÂ¶rner Balance Sandwich,GOLDÃƒâ€?HREN Seeded Balance Sandwich,Toast,750,1.79,0.1426,0.067,0.05,2,4,120,0.5,0.1,0,20,0,Y,N,N,2.8
176,Toast_176,7,B,GOLDÃƒâ€?HREN Brotbackmischung,GOLDÃƒâ€?HREN Bread Mix,Toast,1000,1.29,0.1978,0.0956,0.05,3,3,350,3.5,0.5,9,82,0,N,N,N,2.6
177,Crackers_177,7,B,LORENZ Saltletts,LORENZ Saltletts,Crackers,100,1.11,0.1864,0.1332,0.05,2,2,467,21,1,13,52,0,N,N,N,3.2
